trace_ID,frame,position,roi_ID,BG,A,z_px,y_px,x_px,sigma_z,sigma_xy,z,y,x
0,0,W0001,0.0,21.110199001733218,26.473689983113893,13.756204471077053,7.120497727011415,12.56183112875801,515.8023993151015,156.81925330316577,2751.2408942154107,690.6882795201072,1218.497619489527
0,1,W0001,0.0,60.91175611027887,8979.520273950628,4.648664453232035,5.818026826144081,6.739933770961098,191.87502519794958,66.73550086871977,929.732890646407,564.3486021359759,653.7735757832265
0,2,W0001,0.0,56.431978754502815,8490.131484161315,4.776500635413926,6.0992636613822535,6.69055999106792,187.2689949656068,68.22661263419076,955.3001270827853,591.6285751540786,648.9843191335882
0,3,W0001,0.0,91.26144373656375,18352.97780334424,4.358373907006488,6.041663102053789,7.1022287209710075,185.44180975265735,64.19584213989262,871.6747814012977,586.0413208992176,688.9161859341878
0,4,W0001,0.0,95.25459279382004,8695.338717105053,4.510878466535149,5.9173914979260935,6.467247859341333,200.23955928304642,70.66266642451495,902.1756933070299,573.9869752988311,627.3230423561092
0,5,W0001,0.0,110.79068162511383,10528.905406598122,4.549054938782582,6.199937695842523,6.562434591048166,240.0551985623314,73.33480663566836,909.8109877565164,601.3939564967247,636.556155331672
0,6,W0001,0.0,115.85028986727434,7846.634608793855,4.522858012665792,5.925906301934197,5.801341981339593,217.39159056297441,66.75301794699322,904.5716025331584,574.8129112876171,562.7301721899405
0,7,W0001,0.0,93.93344136648237,9221.791411977068,4.387545700852871,6.756506482800385,5.611468957030795,196.74766546369733,67.77530365247547,877.5091401705743,655.3811288316374,544.3124888319871
0,8,W0001,0.0,88.22599061160659,11984.378160261784,4.720272746257636,6.173027690873567,5.89842190233885,183.96368691764943,64.72097361440952,944.0545492515272,598.783686014736,572.1469245268685
0,9,W0001,0.0,80.1784285730396,19593.60890884753,4.59298139766054,6.411876773948453,6.02968810039935,187.20024297678145,64.74212452333495,918.596279532108,621.952047073,584.879745738737
0,10,W0001,0.0,151.6125229045114,7724.379549446641,4.4790052875382145,6.9155280635529195,5.7810937569099705,204.59999752535535,71.95622091021819,895.8010575076429,670.8062221646331,560.7660944202671
0,11,W0001,0.0,54.60553438531434,8106.691297575479,4.412448402087621,5.824168030395937,6.733539781837715,195.08084614759952,66.8652946342788,882.4896804175243,564.9442989484058,653.1533588382583
0,12,W0001,0.0,17.101447399162243,9.973372951790285,0.5331168167560238,8.333473342646919,1.2730923652974766,1531.5050445105037,210.98507331295866,106.62336335120477,808.3469142367511,123.48995943385523
0,13,W0001,0.0,658.4672329038033,78897.93321296858,4.288285955478854,6.225090422214368,6.313082734577116,204.59792711911226,72.18910859027768,857.6571910957708,603.8337709547937,612.3690252539802
1,0,W0001,1.0,7.700007041290261,21992.873831342094,42.146183711169414,-6.864754406094778,-167.6999439090875,4590.766145565235,3135.98052349543,8429.236742233883,-665.8811773911934,-16266.894559181486
1,1,W0001,1.0,38.80702386944649,943.5487447452153,5.454946907092173,5.928736699844725,4.655797906379664,230.22785203835633,85.2624130821256,1090.9893814184345,575.0874598849383,451.61239691882747
1,2,W0001,1.0,43.53957327402473,5595.392756223185,4.979058025002439,6.093990926286854,6.047455131930025,172.6197568163526,65.5127544565949,995.8116050004879,591.1171198498248,586.6031477972125
1,3,W0001,1.0,60.32137771580826,3890.56684987637,5.276899374731683,6.606931351788042,5.408088397502621,208.412581804607,73.48654093562449,1055.3798749463367,640.87234112344,524.5845745577543
1,4,W0001,1.0,54.01069525179157,4788.22818985512,5.011615580442338,6.727136024729142,5.6775956120549225,186.4635691975041,69.70229324296533,1002.3231160884675,652.5321943987268,550.7267743693275
1,5,W0001,1.0,76.91862772458575,6170.872073885948,5.121750249583999,6.741672231467228,5.78444395776544,186.47857754875164,71.05989855092935,1024.3500499168,653.9422064523211,561.0910639032477
1,6,W0001,1.0,74.43513248216597,2131.936223983031,5.423524903512808,5.744838060445152,6.246842902894595,214.13720404322848,75.4665911259019,1084.7049807025617,557.2492918631797,605.9437615807757
1,7,W0001,1.0,43.24933002311232,545.7095855512151,5.871658868316737,5.149835450592241,4.881245514240032,359.9711069780449,137.89335402017,1174.3317736633473,499.5340387074474,473.4808148812831
1,8,W0001,1.0,41.08618805442471,346.4958113279643,8.094667937496853,4.618841180302072,6.209187076719402,492.99052082350386,129.4012980490912,1618.9335874993706,448.02759448930095,602.2911464417821
1,9,W0001,1.0,42.925550239676376,760.5316714092553,6.252163911143852,5.184467414066912,5.646187808940185,276.19984488023033,84.22751450625843,1250.4327822287705,502.89333916449044,547.680217467198
1,10,W0001,1.0,-21006.145405574207,21141.268579593234,8.076947039618272,-0.7323882572571038,-8.759848887437807,20295.76785722696,16044.638819653384,1615.3894079236543,-71.04166095393907,-849.7053420814673
1,11,W0001,1.0,37.051355147531204,4065.810294312039,5.487141387069061,5.819743455635778,4.55787367094329,180.23690733736254,66.22827470961468,1097.428277413812,564.5151151966704,442.11374608149913
1,12,W0001,1.0,10.201539881210275,34.221492501498766,3.9829853426721895,1.801830036713712,-2.297402662739978,831.8954849478536,433.85440168543613,796.5970685344379,174.77751356123005,-222.84805828577785
1,13,W0001,1.0,430.9884471170267,25552.414316766368,5.0779038502692195,6.291758541784949,5.807498137316933,207.0531063116696,74.32102089583287,1015.5807700538439,610.3005785531401,563.3273193197425
2,0,W0001,2.0,-2.482757314939493,536.0955320445165,102.09241614335517,187.27120142504728,-32.81589039724565,6637.35303612613,6090.807558418711,20418.483228671033,18165.306538229586,-3183.1413685328284
2,1,W0001,2.0,12.141340967839808,61.03952427956534,5.288034683324898,4.8357670845929865,5.2254149672550705,288.27179242216,108.10696624481673,1057.6069366649795,469.06940720551967,506.86525182374186
2,2,W0001,2.0,21.57470446964059,463.8869817254872,5.364585408229563,5.069604938781878,4.603530125849195,210.4475169780216,82.20604777539556,1072.9170816459125,491.75167906184214,446.54242220737194
2,3,W0001,2.0,0.0,0.0,-0.2658333480358124,0.4633333384990692,-0.5033333301544191,200.0,97.0,-53.166669607162476,44.943333834409714,-48.82333302497865
2,4,W0001,2.0,9.434931490644274,14.810306144935547,6.07266019515506,2.3223269829050426,5.248332900916611,418.4026913431694,279.1202777424051,1214.5320390310121,225.26571734178913,509.0882913889113
2,5,W0001,2.0,11.182365158595898,20.461044006002982,9.747435897991142,2.553264084646986,4.66418135153457,558.3426753645526,344.71108003945426,1949.4871795982285,247.66661621075764,452.42559109885326
2,6,W0001,2.0,0.0,0.0,-0.19083337485790253,0.4524999856948853,-0.012499998323619366,200.0,97.0,-38.166674971580505,43.89249861240388,-1.2124998373910785
2,7,W0001,2.0,-5398.613056087375,5427.3134302637145,9.49420964753949,-8.081392895607268,4.468013076375304,22343.789173481993,19192.018670549263,1898.841929507898,-783.895110873905,433.3972684084045
2,8,W0001,2.0,11.299295734503367,28.480997347104626,5.819861303907359,6.7677750484415595,5.888768901234868,405.72121258550686,202.91823560752738,1163.972260781472,656.4741796988312,571.2105834197822
2,9,W0001,2.0,12.838851710562873,250.30411848087417,5.8430084246707565,5.687129135230051,6.781528950235705,283.617052414634,147.0593006678918,1168.6016849341513,551.6515261173149,657.8083081728633
2,10,W0001,2.0,21.02757565210287,122.53891580573985,6.1487271729937145,6.045531174315004,6.4647942558393305,397.3133742228998,161.20033929207236,1229.7454345987428,586.4165239085554,627.085042816415
2,11,W0001,2.0,0.0,0.0,-0.164166659116745,-0.07833332568407059,0.2741666436195373,200.0,97.0,-32.833331823349,-7.598332591354847,26.594164431095116
2,12,W0001,2.0,3.71087015242203,29097.885970755655,11.260892679337333,-118.24664184425353,-47.33116184680962,541.7999619954876,2151.156731420513,2252.1785358674665,-11469.924258892592,-4591.122699140533
2,13,W0001,2.0,111.00738019767884,12821.383376769589,5.547816950190356,5.408985687256137,5.340523127841118,191.14946082653523,71.4715987790808,1109.5633900380712,524.6716116638453,518.0307434005884
3,0,W0001,3.0,23.457354989458974,14.867370233834295,6.56226807908679,0.8411330734949309,10.937448777873374,493.3146245431481,92.21185316453887,1312.453615817358,81.58990812900831,1060.9325314537173
3,1,W0001,3.0,41.01608816393204,593.2155589358084,6.245501496549335,5.133643134136517,5.991844014219098,252.8855187488975,89.24322986522813,1249.100299309867,497.96338401124217,581.2088693792525
3,2,W0001,3.0,47.755996044521844,1236.1534524786455,6.204541470640702,6.305792063660228,7.088078609949088,222.65240139328859,79.93176044885404,1240.9082941281404,611.661830175042,687.5436251650615
3,3,W0001,3.0,85.20601167259453,597.7063972096437,6.674863651522225,6.423719826857035,6.854996458913826,276.39388876981053,95.61108941402935,1334.972730304445,623.1008232051323,664.9346565146411
3,4,W0001,3.0,59.609801141679206,1463.8696946929458,6.794152399698189,6.527659325206957,6.065962096294361,236.69163179691805,82.2654257411118,1358.8304799396378,633.1829545450748,588.398323340553
3,5,W0001,3.0,81.48455159769453,1003.1838304632054,6.354297359282327,6.426148068493068,5.352914047906732,254.85742832734823,88.59606626933343,1270.8594718564655,623.3363626438276,519.232662646953
3,6,W0001,3.0,62.55773013737162,116.74208666883482,7.049606624765755,6.8840874948651765,6.055669722728184,355.93328801361844,122.75229655792268,1409.921324953151,667.7564870019221,587.3999631046338
3,7,W0001,3.0,90.18819080002854,554.5823070818656,6.400805243857047,6.989313606356505,5.663182977811896,286.96694662668716,105.96568849571355,1280.1610487714092,677.963419816581,549.3287488477539
3,8,W0001,3.0,52.07890090238576,2134.3052361557097,6.146264930155485,5.995737084845878,5.029791973858965,211.93821405644943,72.57733164973843,1229.252986031097,581.5864972300502,487.88982146431965
3,9,W0001,3.0,60.71637606951872,3314.0372290184023,6.521639970837576,6.511750910185313,4.701209204903598,197.46394139568326,72.31128405935233,1304.3279941675153,631.6398382879754,456.017292875649
3,10,W0001,3.0,76.5513097023377,775.4525525440112,6.7255385708631685,6.512658991971605,5.687628234023595,299.71002975404315,99.74918675693546,1345.1077141726337,631.7279222212458,551.6999387002887
3,11,W0001,3.0,39.976339771908144,1665.5132769939594,6.333484851861011,5.237630105120052,6.0613277707415465,232.51685142974225,77.25792024363884,1266.6969703722023,508.050120196645,587.94879376193
3,12,W0001,3.0,21.335023858714724,20.974190471105146,12.813998044671143,10.139138128052544,10.225481855978924,347.9544568165257,95.14052943477886,2562.7996089342287,983.4963984210967,991.8717400299556
3,13,W0001,3.0,456.54508398892966,22237.63914804426,6.3336213845744425,6.379649913934508,5.640342789541703,209.96119144149614,81.2065155654292,1266.7242769148884,618.8260416516473,547.1132505855452
4,0,W0001,4.0,-1.215374035430052,30.63159405206538,11.797812013985004,13.233842033138238,9.73440159515222,2092.6031588820147,933.3873633113328,2359.5624027970007,1283.682677214409,944.2369547297652
4,1,W0001,4.0,53.471137046288895,5780.777844375179,6.786911321139062,7.159860554323505,7.390002380258715,187.12306449430426,73.4381614932636,1357.3822642278124,694.50647376938,716.8302308850954
4,2,W0001,4.0,46.98731503124982,5938.417983562513,7.3495655482131825,7.184057022772738,7.0983493158496005,179.2682674793888,66.9894020350699,1469.9131096426365,696.8535312089556,688.5398836374112
4,3,W0001,4.0,32.14037426306201,749.7627890856138,7.163042678007541,6.795454533368852,6.086596650347612,247.52667371695333,94.50526811307961,1432.608535601508,659.1590897367786,590.3998750837184
4,4,W0001,4.0,76.99225858617797,9419.633059991856,7.5665896670447985,6.365555263673096,6.345623578389545,176.93084123844008,70.46174006572177,1513.3179334089598,617.4588605762904,615.5254871037858
4,5,W0001,4.0,82.63740339041641,3760.626016261191,7.106262753294131,6.764499766151899,6.238221307827194,201.19163790511777,76.54713047843097,1421.2525506588263,656.1564773167343,605.1074668592379
4,6,W0001,4.0,63.8154050602146,5341.0687848429425,7.134984785720521,5.5813115736079375,5.453487034252691,183.75673391613242,74.14088668780555,1426.9969571441043,541.38722263997,528.988242322511
